Date,Time,Symbol,Previous Close,Open,High,Low,Close,Difference,Percent Change,Volume,Traded Shares,Amount
2026-05-25,14:18:08,HFIN,38.35,985.00,1042.00,985.00,1022.10,1022.10,0.00,0.00,1022.03,81719.00
2026-05-25,14:18:08,HHL,43.30,396.90,396.90,376.00,378.00,378.00,0.00,0.00,380.81,72116.00
2026-05-25,14:18:08,HIDCL,43.78,270.00,276.80,270.00,276.00,276.00,0.00,0.00,274.89,85842.00
2026-05-25,14:18:08,HIDCLP,42.12,209.20,210.70,207.40,209.00,209.00,0.00,0.00,209.44,196436.00
2026-05-25,14:18:08,HIMSTAR,39.29,900.00,929.50,894.00,910.00,910.00,0.00,0.00,912.83,10076.00
2026-05-25,14:18:08,HLBSL,39.70,910.00,920.00,893.00,905.00,905.00,0.00,0.00,896.35,632.00
2026-05-25,14:18:08,HLI,43.03,344.00,344.30,340.00,344.00,344.00,0.00,0.00,343.06,44591.00
2026-05-25,14:18:08,HLICF,39.93,9.10,9.12,8.90,8.96,8.96,0.00,0.00,9.00,50360.00
2026-05-25,14:18:08,HPPL,38.73,381.30,388.00,381.00,386.00,386.00,0.00,0.00,385.78,16114.00
2026-05-25,14:18:08,HRL,42.78,641.00,661.00,640.50,653.80,653.80,0.00,0.00,652.94,111322.00
2026-05-25,14:18:08,HURJA,39.02,262.00,269.00,262.00,267.00,267.00,0.00,0.00,266.58,89844.00
2026-05-25,14:18:08,ICFC,42.28,631.00,639.50,629.00,635.00,635.00,0.00,0.00,634.31,7574.00
2026-05-25,14:18:08,ICFCD88,36.52,1145.00,1145.00,1145.00,1145.00,1145.00,0.00,0.00,1145.00,25.00
2026-05-25,14:18:08,ICFCD89,37.69,1081.00,1099.00,1081.00,1099.00,1099.00,0.00,0.00,1089.28,200.00
2026-05-25,14:18:08,IGI,43.35,439.90,439.90,431.80,439.80,439.80,0.00,0.00,436.77,11345.00
2026-05-25,14:18:08,IHL,47.28,442.00,451.10,425.00,447.00,447.00,0.00,0.00,437.69,129656.00
2026-05-25,14:18:08,ILBS,42.07,935.00,947.20,920.10,928.00,928.00,0.00,0.00,927.19,3308.00
2026-05-25,14:18:08,ILI,41.68,437.00,444.00,437.00,441.30,441.30,0.00,0.00,441.49,8064.00
2026-05-25,14:18:08,JBBL,39.95,343.50,368.00,343.50,367.60,367.60,0.00,0.00,365.06,36372.00
2026-05-25,14:18:08,JBLB,32.97,1305.00,1325.00,1305.00,1310.00,1310.00,0.00,0.00,1315.37,4118.00
2026-05-25,14:18:08,JFL,32.08,409.00,414.90,409.00,413.10,413.10,0.00,0.00,412.79,3350.00
2026-05-25,14:18:08,JHAPA,23.65,1480.00,1543.70,1438.00,1499.90,1499.90,0.00,0.00,1488.27,24488.00
2026-05-25,14:18:08,JOSHI,42.25,282.10,290.00,282.10,288.10,288.10,0.00,0.00,288.27,16430.00
2026-05-25,14:18:08,JSLBB,38.89,1078.50,1115.90,1078.10,1115.90,1115.90,0.00,0.00,1084.65,168.00
